violation_id,inspection_id,business_id,violation_description,risk_category
101718:2025-01-02:0:4,101718:2025-01-02:0,101718,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101718:2025-01-09:0:0,101718:2025-01-09:0,101718,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101750:2025-02-04:0:0,101750:2025-02-04:0,101750,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
101750:2025-02-04:0:1,101750:2025-02-04:0,101750,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
101750:2025-02-04:0:2,101750:2025-02-04:0,101750,Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name.,
101750:2025-02-04:0:3,101750:2025-02-04:0,101750,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
101750:2025-02-04:0:4,101750:2025-02-04:0,101750,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101750:2025-02-04:0:5,101750:2025-02-04:0,101750,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
101750:2025-02-04:0:6,101750:2025-02-04:0,101750,Discontinue misbranding foods to mislead consumers.,
101750:2025-02-04:0:7,101750:2025-02-04:0,101750,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
101750:2025-02-04:0:8,101750:2025-02-04:0,101750,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101750:2025-10-22:0:0,101750:2025-10-22:0,101750,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
101750:2025-10-22:0:1,101750:2025-10-22:0,101750,Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment.,
101750:2025-10-22:0:2,101750:2025-10-22:0,101750,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101750:2025-10-22:0:3,101750:2025-10-22:0,101750,Discontinue misbranding foods to mislead consumers.,
101750:2025-10-22:0:4,101750:2025-10-22:0,101750,Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name.,
101750:2025-10-22:0:5,101750:2025-10-22:0,101750,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
101750:2025-10-22:0:6,101750:2025-10-22:0,101750,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
101750:2025-10-22:0:7,101750:2025-10-22:0,101750,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101756:2025-04-23:0:0,101756:2025-04-23:0,101756,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
101756:2025-04-23:0:1,101756:2025-04-23:0,101756,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
101756:2025-04-23:0:10,101756:2025-04-23:0,101756,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
101756:2025-04-23:0:2,101756:2025-04-23:0,101756,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101756:2025-04-23:0:3,101756:2025-04-23:0,101756,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
101756:2025-04-23:0:4,101756:2025-04-23:0,101756,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
101756:2025-04-23:0:5,101756:2025-04-23:0,101756,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101756:2025-04-23:0:6,101756:2025-04-23:0,101756,"Maintain onsite an accurate, easily readable metal probe thermometer suitable for measuring temperature of food shall be available. A display thermometer +/- 2F shall be provided for each hot and cold holding unit of potentially hazardous foods and high temperature warewashing machines.",
101756:2025-04-23:0:7,101756:2025-04-23:0,101756,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
101756:2025-04-23:0:8,101756:2025-04-23:0,101756,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101756:2025-04-23:0:9,101756:2025-04-23:0,101756,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
101757:2025-09-04:0:0,101757:2025-09-04:0,101757,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101757:2025-09-04:0:1,101757:2025-09-04:0,101757,Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment.,
101757:2025-09-04:0:2,101757:2025-09-04:0,101757,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
101770:2024-03-13:0:0,101770:2024-03-13:0,101770,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.,  - Submit additional documents as instructed.",
101770:2024-03-13:0:1,101770:2024-03-13:0,101770,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101770:2024-03-13:0:2,101770:2024-03-13:0,101770,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
101770:2024-03-13:0:3,101770:2024-03-13:0,101770,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101770:2024-03-13:0:4,101770:2024-03-13:0,101770,Provide an approved HACCP plan from the California Department of Public Health Food and Drug Branch for all potentially hazardous food (PHF) products that are packaged for using reduced-oxygen packaging (ROP) for 48 hours or more when the smoking of food is used as a method of preservation or when PHF's are cured.,
101771:2024-10-04:0:0,101771:2024-10-04:0,101771,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
101771:2024-10-04:0:1,101771:2024-10-04:0,101771,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101771:2025-08-06:0:0,101771:2025-08-06:0,101771,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101771:2025-08-06:0:1,101771:2025-08-06:0,101771,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
101771:2025-08-06:0:2,101771:2025-08-06:0,101771,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101789:2024-11-05:0:0,101789:2024-11-05:0,101789,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101789:2024-11-05:0:1,101789:2024-11-05:0,101789,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101789:2024-11-05:0:2,101789:2024-11-05:0,101789,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101789:2024-11-05:0:3,101789:2024-11-05:0,101789,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101789:2024-11-05:0:4,101789:2024-11-05:0,101789,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
101796:2024-06-05:0:0,101796:2024-06-05:0,101796,"Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
101796:2024-06-05:0:1,101796:2024-06-05:0,101796,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
101796:2024-06-05:0:2,101796:2024-06-05:0,101796,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101796:2024-06-05:0:3,101796:2024-06-05:0,101796,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101796:2024-06-05:0:4,101796:2024-06-05:0,101796,"All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,  - Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge.",
101796:2024-06-05:0:5,101796:2024-06-05:0,101796,"Discard all contaminated/adulterated food immediately if it bears or contains any poisonous or deleterious substance that may render it impure or injurious to health.,  - IMMEDIATE HEALTH PERMIT SUSPENSION AND CLOSURE The permit to operate the above named food facility is hereby temporarily suspended, and the facility is ordered immediately closed under the authority of Sections 114405 and 114409 of Division 104, Part 7, Chapter 13, Article 3 of the California Health and Safety Code and/or City and County of San Francisco Health Code §§ 440 (j) and 440.1. The attached Inspection Report specifies the conditions that warrant this closure and the Sections of the law that are being violated. Any food facility for which the permit has been temporarily suspended shall cease all food handling, close and remain closed until all conditions warranting the closure are corrected and your permit has been reinstated by a representative of Environmental Health.   You are hereby notified that you have the right to request a hearing, within 15 calendar days after service of this Notice to show cause why the permit suspension is not warranted. Your failure to request a hearing within 15 calendar days shall be deemed a waiver of your right to a hearing.   An owner, manager or operator who fails to comply with this Closure Notice may be found guilty of a misdemeanor, with a possible fine of $1,000.00 and/or imprisonment for not more than six months for each offense. This Health Permit Suspension and Closure Notice is issued to you under the authority of the California Health and Safety Code, Division 104, Part 7, Chapter 13, Article 3. Copies of the Code Sections referred to herein may be reviewed at most public libraries, the Internet, or at Environmental Health. Contact this office at the number noted above, during normal days of business to request a re-inspection, or if you have any questions. If you are calling after 4:30 pm or on weekends, leave a message at (415) 252-3800 and an inspector/on call staff will call you back at their earliest convenience.   The CLOSED placard was issued and posted this date. The Closure placard shall not be removed, moved, blocked, or obstructed in any manner. The Closure placard shall only be removed by an inspector from this Department.",
101796:2024-06-05:0:6,101796:2024-06-05:0,101796,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101796:2024-06-06:0:0,101796:2024-06-06:0,101796,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
101796:2024-06-06:0:1,101796:2024-06-06:0,101796,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101838:2024-01-11:0:0,101838:2024-01-11:0,101838,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101838:2024-01-11:0:1,101838:2024-01-11:0,101838,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
101838:2024-01-11:0:2,101838:2024-01-11:0,101838,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101838:2024-01-11:0:3,101838:2024-01-11:0,101838,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
101838:2025-02-27:0:0,101838:2025-02-27:0,101838,"Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
101838:2025-02-27:0:1,101838:2025-02-27:0,101838,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101838:2025-02-27:0:10,101838:2025-02-27:0,101838,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
101838:2025-02-27:0:2,101838:2025-02-27:0,101838,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101838:2025-02-27:0:3,101838:2025-02-27:0,101838,"Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment.",
101838:2025-02-27:0:4,101838:2025-02-27:0,101838,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
101838:2025-02-27:0:5,101838:2025-02-27:0,101838,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
101838:2025-02-27:0:6,101838:2025-02-27:0,101838,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.,  - IMMEDIATE HEALTH PERMIT SUSPENSION AND CLOSURE The permit to operate the above named food facility is hereby temporarily suspended, and the facility is ordered immediately closed under the authority of Sections 114405 and 114409 of Division 104, Part 7, Chapter 13, Article 3 of the California Health and Safety Code and/or City and County of San Francisco Health Code §§ 440 (j) and 440.1. The attached Inspection Report specifies the conditions that warrant this closure and the Sections of the law that are being violated. Any food facility for which the permit has been temporarily suspended shall cease all food handling, close and remain closed until all conditions warranting the closure are corrected and your permit has been reinstated by a representative of Environmental Health.   You are hereby notified that you have the right to request a hearing, within 15 calendar days after service of this Notice to show cause why the permit suspension is not warranted. Your failure to request a hearing within 15 calendar days shall be deemed a waiver of your right to a hearing.   An owner, manager or operator who fails to comply with this Closure Notice may be found guilty of a misdemeanor, with a possible fine of $1,000.00 and/or imprisonment for not more than six months for each offense. This Health Permit Suspension and Closure Notice is issued to you under the authority of the California Health and Safety Code, Division 104, Part 7, Chapter 13, Article 3. Copies of the Code Sections referred to herein may be reviewed at most public libraries, the Internet, or at Environmental Health. Contact this office at the number noted above, during normal days of business to request a re-inspection, or if you have any questions. If you are calling after 4:30 pm or on weekends, leave a message at (415) 252-3800 and an inspector/on call staff will call you back at their earliest convenience.   The CLOSED placard was issued and posted this date. The Closure placard shall not be removed, moved, blocked, or obstructed in any manner. The Closure placard shall only be removed by an inspector from this Department.",
101838:2025-02-27:0:7,101838:2025-02-27:0,101838,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101838:2025-02-27:0:8,101838:2025-02-27:0,101838,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
101838:2025-02-27:0:9,101838:2025-02-27:0,101838,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
101838:2025-02-28:0:0,101838:2025-02-28:0,101838,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101838:2025-02-28:0:1,101838:2025-02-28:0,101838,"Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
101838:2025-02-28:0:2,101838:2025-02-28:0,101838,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
101838:2025-02-28:0:3,101838:2025-02-28:0,101838,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
101838:2025-02-28:0:4,101838:2025-02-28:0,101838,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101838:2025-03-06:0:0,101838:2025-03-06:0,101838,"Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
101838:2025-03-06:0:1,101838:2025-03-06:0,101838,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
101838:2025-03-06:0:2,101838:2025-03-06:0,101838,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
101838:2025-03-06:0:3,101838:2025-03-06:0,101838,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101838:2025-03-06:0:4,101838:2025-03-06:0,101838,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101838:2025-03-06:0:5,101838:2025-03-06:0,101838,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101852:2024-10-02:0:0,101852:2024-10-02:0,101852,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101852:2024-10-02:0:1,101852:2024-10-02:0,101852,Ensure all fruits and vegetables are thoroughly washed before preparing items for consumption or preparation.,
101852:2024-10-02:0:2,101852:2024-10-02:0,101852,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
101852:2024-10-02:0:3,101852:2024-10-02:0,101852,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
101852:2024-10-02:0:4,101852:2024-10-02:0,101852,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
101852:2024-10-07:0:0,101852:2024-10-07:0,101852,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
101853:2026-02-19:0:0,101853:2026-02-19:0,101853,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
101853:2026-02-19:0:1,101853:2026-02-19:0,101853,"Discard all contaminated/adulterated food immediately if it bears or contains any poisonous or deleterious substance that may render it impure or injurious to health.,  - Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge.",
101853:2026-02-19:0:2,101853:2026-02-19:0,101853,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
101891:2024-09-25:0:0,101891:2024-09-25:0,101891,"Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment.",
101891:2024-09-25:0:1,101891:2024-09-25:0,101891,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
101891:2024-09-25:0:2,101891:2024-09-25:0,101891,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
101891:2024-09-25:0:3,101891:2024-09-25:0,101891,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
